    35.11659       -121.2275    
    35.13505       -121.1899    
    35.15349       -121.1523    
    35.17192       -121.1147    
    35.19035       -121.0771    
    35.20875       -121.0394    
    35.22714       -121.0018    
    35.24552       -120.9641    
    35.26389       -120.9264    
    35.28224       -120.8887    
    35.30058       -120.8509    
    35.31891       -120.8132    
    35.33723       -120.7754    
    35.35553       -120.7376    
    35.37383       -120.6998    
    35.39211       -120.6619    
    35.41038       -120.6241    
    35.42862       -120.5862    
    35.44687       -120.5483    
    35.46510       -120.5104    
    35.48331       -120.4725    
    35.50152       -120.4345    
    35.51971       -120.3965    
    35.53788       -120.3586    
    35.55604       -120.3205    
    35.57420       -120.2825    
    35.59234       -120.2444    
    35.61047       -120.2064    
    35.62858       -120.1683    
    35.64669       -120.1302    
    35.66478       -120.0921    
    35.68285       -120.0540    
    35.70090       -120.0158    
    35.71895       -119.9776    
    35.73699       -119.9394    
    35.75502       -119.9012    
    35.77303       -119.8629    
    35.79103       -119.8247    
    35.80901       -119.7864    
    35.82698       -119.7481    
    35.84494       -119.7098    
    35.86289       -119.6715    
    35.88082       -119.6331    
    35.89874       -119.5948    
    35.91665       -119.5564    
    35.93454       -119.5180    
    35.95242       -119.4795    
    35.97030       -119.4411    
    35.98815       -119.4026    
    36.00599       -119.3641    
    36.02382       -119.3256    
    36.04163       -119.2871    

    35.14733       -121.2501    
    35.16578       -121.2125    
    35.18424       -121.1749    
    35.20268       -121.1373    
    35.22110       -121.0996    
    35.23951       -121.0620    
    35.25792       -121.0243    
    35.27630       -120.9866    
    35.29468       -120.9489    
    35.31304       -120.9112    
    35.33139       -120.8734    
    35.34974       -120.8356    
    35.36805       -120.7979    
    35.38637       -120.7600    
    35.40467       -120.7222    
    35.42295       -120.6844    
    35.44123       -120.6465    
    35.45950       -120.6086    
    35.47775       -120.5707    
    35.49598       -120.5328    
    35.51420       -120.4948    
    35.53242       -120.4569    
    35.55062       -120.4189    
    35.56881       -120.3809    
    35.58698       -120.3429    
    35.60514       -120.3048    
    35.62329       -120.2668    
    35.64143       -120.2287    
    35.65955       -120.1906    
    35.67766       -120.1525    
    35.69575       -120.1143    
    35.71383       -120.0762    
    35.73191       -120.0380    
    35.74997       -119.9998    
    35.76801       -119.9616    
    35.78604       -119.9234    
    35.80406       -119.8852    
    35.82207       -119.8469    
    35.84006       -119.8086    
    35.85805       -119.7703    
    35.87601       -119.7320    
    35.89396       -119.6936    
    35.91191       -119.6553    
    35.92983       -119.6169    
    35.94775       -119.5785    
    35.96565       -119.5401    
    35.98354       -119.5016    
    36.00142       -119.4632    
    36.01928       -119.4247    
    36.03712       -119.3862    
    36.05497       -119.3477    
    36.07280       -119.3091    

    35.17804       -121.2727    
    35.19651       -121.2351    
    35.21497       -121.1974    
    35.23342       -121.1598    
    35.25185       -121.1222    
    35.27027       -121.0845    
    35.28869       -121.0468    
    35.30708       -121.0091    
    35.32547       -120.9714    
    35.34384       -120.9337    
    35.36219       -120.8959    
    35.38054       -120.8581    
    35.39887       -120.8203    
    35.41720       -120.7825    
    35.43550       -120.7447    
    35.45381       -120.7068    
    35.47208       -120.6689    
    35.49036       -120.6310    
    35.50862       -120.5931    
    35.52686       -120.5552    
    35.54509       -120.5172    
    35.56331       -120.4792    
    35.58152       -120.4413    
    35.59972       -120.4032    
    35.61790       -120.3652    
    35.63607       -120.3272    
    35.65422       -120.2891    
    35.67237       -120.2510    
    35.69050       -120.2129    
    35.70862       -120.1748    
    35.72672       -120.1366    
    35.74482       -120.0985    
    35.76289       -120.0603    
    35.78096       -120.0221    
    35.79902       -119.9839    
    35.81706       -119.9456    
    35.83508       -119.9074    
    35.85310       -119.8691    
    35.87110       -119.8308    
    35.88909       -119.7925    
    35.90706       -119.7542    
    35.92503       -119.7158    
    35.94297       -119.6774    
    35.96092       -119.6390    
    35.97884       -119.6006    
    35.99675       -119.5622    
    36.01464       -119.5237    
    36.03253       -119.4853    
    36.05040       -119.4468    
    36.06826       -119.4083    
    36.08611       -119.3698    
    36.10394       -119.3312    

    35.20876       -121.2953    
    35.22724       -121.2577    
    35.24570       -121.2201    
    35.26416       -121.1824    
    35.28261       -121.1448    
    35.30104       -121.1071    
    35.31946       -121.0694    
    35.33786       -121.0317    
    35.35625       -120.9939    
    35.37463       -120.9562    
    35.39301       -120.9184    
    35.41136       -120.8806    
    35.42970       -120.8428    
    35.44803       -120.8050    
    35.46635       -120.7671    
    35.48465       -120.7292    
    35.50294       -120.6914    
    35.52122       -120.6535    
    35.53949       -120.6155    
    35.55774       -120.5776    
    35.57598       -120.5396    
    35.59421       -120.5016    
    35.61243       -120.4637    
    35.63063       -120.4256    
    35.64883       -120.3876    
    35.66700       -120.3495    
    35.68517       -120.3114    
    35.70332       -120.2733    
    35.72146       -120.2352    
    35.73959       -120.1971    
    35.75769       -120.1589    
    35.77580       -120.1208    
    35.79388       -120.0826    
    35.81196       -120.0444    
    35.83002       -120.0061    
    35.84808       -119.9679    
    35.86611       -119.9296    
    35.88413       -119.8913    
    35.90214       -119.8530    
    35.92014       -119.8147    
    35.93813       -119.7763    
    35.95610       -119.7380    
    35.97405       -119.6996    
    35.99199       -119.6612    
    36.00993       -119.6228    
    36.02785       -119.5843    
    36.04576       -119.5459    
    36.06365       -119.5074    
    36.08153       -119.4689    
    36.09940       -119.4304    
    36.11725       -119.3918    
    36.13509       -119.3533    

    35.23947       -121.3179    
    35.25796       -121.2803    
    35.27644       -121.2427    
    35.29490       -121.2050    
    35.31335       -121.1674    
    35.33178       -121.1297    
    35.35022       -121.0919    
    35.36863       -121.0542    
    35.38703       -121.0165    
    35.40542       -120.9787    
    35.42379       -120.9409    
    35.44216       -120.9031    
    35.46051       -120.8653    
    35.47885       -120.8275    
    35.49717       -120.7896    
    35.51550       -120.7517    
    35.53379       -120.7138    
    35.55207       -120.6759    
    35.57035       -120.6380    
    35.58862       -120.6000    
    35.60687       -120.5621    
    35.62510       -120.5241    
    35.64333       -120.4861    
    35.66154       -120.4480    
    35.67974       -120.4100    
    35.69793       -120.3719    
    35.71609       -120.3338    
    35.73426       -120.2957    
    35.75241       -120.2576    
    35.77054       -120.2194    
    35.78867       -120.1813    
    35.80677       -120.1431    
    35.82487       -120.1049    
    35.84295       -120.0667    
    35.86103       -120.0284    
    35.87908       -119.9901    
    35.89712       -119.9519    
    35.91516       -119.9136    
    35.93317       -119.8752    
    35.95118       -119.8369    
    35.96917       -119.7986    
    35.98715       -119.7602    
    36.00512       -119.7218    
    36.02307       -119.6834    
    36.04102       -119.6449    
    36.05894       -119.6065    
    36.07686       -119.5680    
    36.09476       -119.5295    
    36.11264       -119.4910    
    36.13052       -119.4525    
    36.14839       -119.4139    
    36.16624       -119.3754    

    35.27018       -121.3406    
    35.28868       -121.3029    
    35.30716       -121.2653    
    35.32564       -121.2277    
    35.34410       -121.1900    
    35.36255       -121.1523    
    35.38098       -121.1146    
    35.39940       -121.0768    
    35.41782       -121.0391    
    35.43621       -121.0013    
    35.45459       -120.9635    
    35.47297       -120.9257    
    35.49133       -120.8878    
    35.50967       -120.8500    
    35.52801       -120.8121    
    35.54633       -120.7742    
    35.56464       -120.7363    
    35.58294       -120.6984    
    35.60122       -120.6605    
    35.61950       -120.6225    
    35.63774       -120.5845    
    35.65599       -120.5465    
    35.67423       -120.5085    
    35.69245       -120.4704    
    35.71066       -120.4324    
    35.72885       -120.3943    
    35.74703       -120.3562    
    35.76520       -120.3181    
    35.78335       -120.2799    
    35.80150       -120.2418    
    35.81963       -120.2036    
    35.83775       -120.1654    
    35.85585       -120.1272    
    35.87395       -120.0890    
    35.89202       -120.0507    
    35.91009       -120.0125    
    35.92814       -119.9742    
    35.94618       -119.9358    
    35.96421       -119.8975    
    35.98223       -119.8592    
    36.00023       -119.8208    
    36.01822       -119.7824    
    36.03619       -119.7440    
    36.05415       -119.7056    
    36.07210       -119.6671    
    36.09004       -119.6287    
    36.10796       -119.5902    
    36.12587       -119.5517    
    36.14377       -119.5132    
    36.16165       -119.4746    
    36.17952       -119.4361    
    36.19738       -119.3975    

    35.30088       -121.3633    
    35.31939       -121.3256    
    35.33788       -121.2880    
    35.35637       -121.2503    
    35.37483       -121.2126    
    35.39329       -121.1749    
    35.41174       -121.1372    
    35.43016       -121.0994    
    35.44858       -121.0616    
    35.46699       -121.0239    
    35.48538       -120.9861    
    35.50376       -120.9482    
    35.52213       -120.9104    
    35.54049       -120.8725    
    35.55883       -120.8347    
    35.57716       -120.7968    
    35.59548       -120.7589    
    35.61378       -120.7209    
    35.63208       -120.6830    
    35.65036       -120.6450    
    35.66862       -120.6070    
    35.68688       -120.5690    
    35.70512       -120.5309    
    35.72335       -120.4929    
    35.74156       -120.4548    
    35.75977       -120.4167    
    35.77796       -120.3786    
    35.79613       -120.3405    
    35.81430       -120.3023    
    35.83245       -120.2642    
    35.85059       -120.2260    
    35.86872       -120.1877    
    35.88683       -120.1495    
    35.90493       -120.1113    
    35.92302       -120.0730    
    35.94109       -120.0347    
    35.95916       -119.9964    
    35.97720       -119.9581    
    35.99524       -119.9198    
    36.01327       -119.8814    
    36.03127       -119.8430    
    36.04927       -119.8047    
    36.06725       -119.7662    
    36.08522       -119.7278    
    36.10318       -119.6893    
    36.12112       -119.6508    
    36.13905       -119.6124    
    36.15697       -119.5739    
    36.17488       -119.5353    
    36.19277       -119.4968    
    36.21065       -119.4582    
